,CameraName,x,y,z,qw,qx,qy,qz
0,cam_0,0.5013558033798176,0.5013558033798176,1.6544741511533976,0.37486887586031475,0.07694111591308095,0.1857522855414807,0.9050135242135278
1,cam_1,-0.6666666666666667,0.6666666666666667,1.5333333333333334,0.36823730448399095,0.10415323803459414,-0.2514481598281905,-0.8890034946569615
2,cam_2,0.5738190417570045,-0.5738190417570045,1.6066933169196125,0.8987328473665608,0.21408563627125443,0.0886771740528271,0.3722673343294183
